Course,COVID Impact,First Generation,Gender,Race/Ethnicity,Grade,Semester
Calc1,impacted,N,Female,White,A+,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,A+,2020_Fall
Calc1,impacted,N,Female,White,B+,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,A+,2020_Fall
Calc1,impacted,N,Female,White,D+,2020_Fall
Calc1,impacted,N,Female,White,B-,2020_Fall
Calc1,impacted,N,Female,White,A+,2020_Fall
Calc1,impacted,N,Female,White,F,2020_Fall
Calc1,impacted,N,Female,White,A+,2020_Fall
Calc1,impacted,N,Female,White,C,2020_Fall
Calc1,impacted,N,Female,White,B+,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,F,2020_Fall
Calc1,impacted,N,Female,White,B,2020_Fall
Calc1,impacted,N,Female,White,B,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,B+,2020_Fall
Calc1,impacted,N,Female,White,B-,2020_Fall
Calc1,impacted,N,Female,White,B+,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,A+,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,B,2020_Fall
Calc1,impacted,N,Female,White,F,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,W,2020_Fall
Calc1,impacted,N,Female,White,B,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,B-,2020_Fall
Calc1,impacted,N,Female,White,B-,2020_Fall
Calc1,impacted,N,Female,White,A-,2020_Fall
Calc1,impacted,N,Female,White,C,2020_Fall
Calc1,impacted,N,Female,White,C+,2020_Fall
Calc1,impacted,N,Female,White,B-,2020_Fall
Calc1,impacted,N,Female,White,D,2020_Fall
Calc1,impacted,N,Female,White,B,2020_Fall
Calc1,impacted,N,Female,White,B,2020_Fall
Calc1,impacted,N,Female,White,B,2020_Fall
Calc1,impacted,N,Female,White,D,2020_Fall
Calc1,impacted,N,Female,White,W,2020_Fall
Calc1,impacted,N,Female,White,C+,2020_Fall
Calc1,impacted,N,Female,White,B,2020_Fall
Calc1,impacted,N,Female,White,B-,2020_Fall
Calc1,impacted,N,Female,White,B,2020_Fall
Calc1,impacted,N,Female,White,B,2020_Fall
Calc1,impacted,N,Female,White,B,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,C+,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,A+,2020_Fall
Calc1,impacted,N,Female,White,C,2020_Fall
Calc1,impacted,N,Female,White,F,2020_Fall
Calc1,impacted,N,Female,White,B+,2020_Fall
Calc1,impacted,N,Female,White,B-,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,F,2020_Fall
Calc1,impacted,N,Female,White,B,2020_Fall
Calc1,impacted,N,Female,White,C-,2020_Fall
Calc1,impacted,N,Female,White,C,2020_Fall
Calc1,impacted,N,Female,White,A+,2020_Fall
Calc1,impacted,N,Female,White,F,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,A-,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,C+,2020_Fall
Calc1,impacted,N,Female,White,W,2020_Fall
Calc1,impacted,N,Female,White,C,2020_Fall
Calc1,impacted,N,Female,White,A+,2020_Fall
Calc1,impacted,N,Female,White,A-,2020_Fall
Calc1,impacted,N,Female,White,A+,2020_Fall
Calc1,impacted,N,Female,White,F,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,B+,2020_Fall
Calc1,impacted,N,Female,White,C+,2020_Fall
Calc1,impacted,N,Female,White,A+,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,A-,2020_Fall
Calc1,impacted,N,Female,White,B+,2020_Fall
Calc1,impacted,N,Female,White,A-,2020_Fall
Calc1,impacted,N,Female,White,A+,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,B-,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,C+,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,A-,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,F,2020_Fall
Calc1,impacted,N,Female,White,F,2020_Fall
Calc1,impacted,N,Female,White,A-,2020_Fall
Calc1,impacted,N,Female,White,A+,2020_Fall
Calc1,impacted,N,Female,White,W,2020_Fall
Calc1,impacted,N,Female,White,F,2020_Fall
Calc1,impacted,N,Female,White,B+,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,A-,2020_Fall
Calc1,impacted,N,Female,White,B,2020_Fall
Calc1,impacted,N,Female,White,C+,2020_Fall
Calc1,impacted,N,Female,White,B-,2020_Fall
Calc1,impacted,N,Female,White,C+,2020_Fall
Calc1,impacted,N,Female,White,B-,2020_Fall
Calc1,impacted,N,Female,White,A+,2020_Fall
Calc1,impacted,N,Female,White,C,2020_Fall
Calc1,impacted,N,Female,White,B-,2020_Fall
Calc1,impacted,N,Female,White,A-,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,A+,2020_Fall
Calc1,impacted,N,Female,White,A+,2020_Fall
Calc1,impacted,N,Female,White,B-,2020_Fall
Calc1,impacted,N,Female,White,A+,2020_Fall
Calc1,impacted,N,Female,White,C-,2020_Fall
Calc1,impacted,N,Female,White,B+,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,B-,2020_Fall
Calc1,impacted,N,Female,White,A-,2020_Fall
Calc1,impacted,N,Female,White,C+,2020_Fall
Calc1,impacted,N,Female,White,A-,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,B,2020_Fall
Calc1,impacted,N,Female,White,B-,2020_Fall
Calc1,impacted,N,Female,White,B-,2020_Fall
Calc1,impacted,N,Female,White,C,2020_Fall
Calc1,impacted,N,Female,White,C-,2020_Fall
Calc1,impacted,N,Female,White,F,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,D,2020_Fall
Calc1,impacted,N,Female,White,A+,2020_Fall
Calc1,impacted,N,Female,White,B,2020_Fall
Calc1,impacted,N,Female,White,B,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,B+,2020_Fall
Calc1,impacted,N,Female,White,B+,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,B,2020_Fall
Calc1,impacted,N,Female,White,A-,2020_Fall
Calc1,impacted,N,Female,White,B-,2020_Fall
Calc1,impacted,N,Female,White,B+,2020_Fall
Calc1,impacted,N,Female,White,A+,2020_Fall
Calc1,impacted,N,Female,White,B,2020_Fall
Calc1,impacted,N,Female,White,C+,2020_Fall
Calc1,impacted,N,Female,White,B,2020_Fall
Calc1,impacted,N,Female,White,F,2020_Fall
Calc1,impacted,N,Female,White,B,2020_Fall
Calc1,impacted,N,Female,White,A+,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,A+,2020_Fall
Calc1,impacted,N,Female,White,B+,2020_Fall
Calc1,impacted,N,Female,White,D,2020_Fall
Calc1,impacted,N,Female,White,B,2020_Fall
Calc1,impacted,N,Female,White,B-,2020_Fall
Calc1,impacted,N,Female,White,B+,2020_Fall
Calc1,impacted,N,Female,White,B,2020_Fall
Calc1,impacted,N,Female,White,B+,2020_Fall
Calc1,impacted,N,Female,White,A-,2020_Fall
Calc1,impacted,N,Female,White,C+,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,D,2020_Fall
Calc1,impacted,N,Female,White,A+,2020_Fall
Calc1,impacted,N,Female,White,A-,2020_Fall
Calc1,impacted,N,Female,White,B,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,F,2020_Fall
Calc1,impacted,N,Female,White,B+,2020_Fall
Calc1,impacted,N,Female,White,A+,2020_Fall
Calc1,impacted,N,Female,White,A-,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,B+,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,D,2020_Fall
Calc1,impacted,N,Female,White,A+,2020_Fall
Calc1,impacted,N,Female,White,B,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,A+,2020_Fall
Calc1,impacted,N,Female,White,A+,2020_Fall
Calc1,impacted,N,Female,White,C+,2020_Fall
Calc1,impacted,N,Female,White,D+,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,A-,2020_Fall
Calc1,impacted,N,Female,White,B+,2020_Fall
Calc1,impacted,N,Female,White,B,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,A-,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,C,2020_Fall
Calc1,impacted,N,Female,White,B,2020_Fall
Calc1,impacted,N,Female,White,B-,2020_Fall
Calc1,impacted,N,Female,White,W,2020_Fall
Calc1,impacted,N,Female,White,C,2020_Fall
Calc1,impacted,N,Female,White,B,2020_Fall
Calc1,impacted,N,Female,White,A+,2020_Fall
Calc1,impacted,N,Female,White,B-,2020_Fall
Calc1,impacted,N,Female,White,C-,2020_Fall
Calc1,impacted,N,Female,White,C+,2020_Fall
Calc1,impacted,N,Female,White,F,2020_Fall
Calc1,impacted,N,Female,White,B,2020_Fall
Calc1,impacted,N,Female,White,B-,2020_Fall
Calc1,impacted,N,Female,White,B+,2020_Fall
Calc1,impacted,N,Female,White,B-,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,A-,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,C,2020_Fall
Calc1,impacted,N,Female,White,A-,2020_Fall
Calc1,impacted,N,Female,White,C-,2020_Fall
Calc1,impacted,N,Female,White,A-,2020_Fall
Calc1,impacted,N,Female,White,B+,2020_Fall
Calc1,impacted,N,Female,White,B+,2020_Fall
Calc1,impacted,N,Female,White,B,2020_Fall
Calc1,impacted,N,Female,White,C-,2020_Fall
Calc1,impacted,N,Female,White,A-,2020_Fall
Calc1,impacted,N,Female,White,C+,2020_Fall
Calc1,impacted,N,Female,White,D,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,B-,2020_Fall
Calc1,impacted,N,Female,White,D+,2020_Fall
Calc1,impacted,N,Female,White,C,2020_Fall
Calc1,impacted,N,Female,White,A+,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,C,2020_Fall
Calc1,impacted,N,Female,White,A-,2020_Fall
Calc1,impacted,N,Female,White,A-,2020_Fall
Calc1,impacted,N,Female,White,C+,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,W,2020_Fall
Calc1,impacted,N,Female,White,C,2020_Fall
Calc1,impacted,N,Female,White,B-,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,A+,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,B,2020_Fall
Calc1,impacted,N,Female,White,F,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,A-,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,C,2020_Fall
Calc1,impacted,N,Female,White,B+,2020_Fall
Calc1,impacted,N,Female,White,B+,2020_Fall
Calc1,impacted,N,Female,White,B+,2020_Fall
Calc1,impacted,N,Female,White,A+,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,C,2020_Fall
Calc1,impacted,N,Female,White,C-,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,C+,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,B-,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,B+,2020_Fall
Calc1,impacted,N,Female,White,D,2020_Fall
Calc1,impacted,N,Female,White,B,2020_Fall
Calc1,impacted,N,Female,White,B,2020_Fall
Calc1,impacted,N,Female,White,A,2020_Fall
Calc1,impacted,N,Female,White,A+,2020_Fall
Calc1,impacted,N,Female,White,D,2020_Fall
Calc1,impacted,N,Female,White,W,2020_Fall
Calc1,impacted,N,Female,White,C,2020_Fall
Calc1,impacted,N,Female,White,B,2020_Fall
Calc1,impacted,N,Female,White,C+,2020_Fall
Calc1,impacted,N,Female,White,F,2020_Fall
Calc1,impacted,N,Male,American Indian or Alaska Native,W,2020_Fall
Calc1,impacted,N,Male,Asian,A,2020_Fall
Calc1,impacted,N,Male,Asian,B,2020_Fall
Calc1,impacted,N,Male,Asian,B-,2020_Fall
Calc1,impacted,N,Male,Asian,A,2020_Fall
Calc1,impacted,N,Male,Asian,A,2020_Fall
Calc1,impacted,N,Male,Asian,A+,2020_Fall
Calc1,impacted,N,Male,Asian,A,2020_Fall
Calc1,impacted,N,Male,Asian,B-,2020_Fall
Calc1,impacted,N,Male,Asian,A-,2020_Fall
Calc1,impacted,N,Male,Asian,C,2020_Fall
Calc1,impacted,N,Male,Asian,A-,2020_Fall
Calc1,impacted,N,Male,Asian,C,2020_Fall
Calc1,impacted,N,Male,Asian,A-,2020_Fall
Calc1,impacted,N,Male,Asian,A-,2020_Fall
Calc1,impacted,N,Male,Asian,A+,2020_Fall
Calc1,impacted,N,Male,Asian,A+,2020_Fall
Calc1,impacted,N,Male,Asian,B,2020_Fall
Calc1,impacted,N,Male,Asian,C,2020_Fall
Calc1,impacted,N,Male,Asian,C+,2020_Fall
Calc1,impacted,N,Male,Asian,A,2020_Fall
Calc1,impacted,N,Male,Asian,C,2020_Fall
Calc1,impacted,N,Male,Asian,A,2020_Fall
Calc1,impacted,N,Male,Asian,A,2020_Fall
Calc1,impacted,N,Male,Black or African American,C,2020_Fall
Calc1,impacted,N,Male,Black or African American,B,2020_Fall
Calc1,impacted,N,Male,Black or African American,C,2020_Fall
Calc1,impacted,N,Male,Black or African American,C,2020_Fall
Calc1,impacted,N,Male,Black or African American,A,2020_Fall
Calc1,impacted,N,Male,Black or African American,W,2020_Fall
Calc1,impacted,N,Male,Black or African American,A-,2020_Fall
Calc1,impacted,N,Male,Hispanic,B,2020_Fall
Calc1,impacted,N,Male,Hispanic,A-,2020_Fall
Calc1,impacted,N,Male,Hispanic,W,2020_Fall
Calc1,impacted,N,Male,Hispanic,C+,2020_Fall
Calc1,impacted,N,Male,Hispanic,B,2020_Fall
Calc1,impacted,N,Male,Hispanic,D-,2020_Fall
Calc1,impacted,N,Male,Hispanic,A,2020_Fall
Calc1,impacted,N,Male,Hispanic,F,2020_Fall
Calc1,impacted,N,Male,Hispanic,B,2020_Fall
Calc1,impacted,N,Male,Hispanic,A,2020_Fall
Calc1,impacted,N,Male,Hispanic,B-,2020_Fall
Calc1,impacted,N,Male,Hispanic,A+,2020_Fall
Calc1,impacted,N,Male,Hispanic,A+,2020_Fall
Calc1,impacted,N,Male,Hispanic,D,2020_Fall
Calc1,impacted,N,Male,Hispanic,D-,2020_Fall
Calc1,impacted,N,Male,Hispanic,C,2020_Fall
Calc1,impacted,N,Male,Hispanic,A+,2020_Fall
Calc1,impacted,N,Male,Hispanic,C,2020_Fall
Calc1,impacted,N,Male,Hispanic,B,2020_Fall
Calc1,impacted,N,Male,Hispanic,A,2020_Fall
Calc1,impacted,N,Male,Hispanic,A-,2020_Fall
Calc1,impacted,N,Male,Hispanic,B+,2020_Fall
Calc1,impacted,N,Male,Hispanic,A+,2020_Fall
Calc1,impacted,N,Male,Hispanic,A,2020_Fall
Calc1,impacted,N,Male,Hispanic,D,2020_Fall
Calc1,impacted,N,Male,Hispanic,B+,2020_Fall
Calc1,impacted,N,Male,Hispanic,A,2020_Fall
Calc1,impacted,N,Male,Hispanic,B-,2020_Fall
Calc1,impacted,N,Male,Hispanic,A,2020_Fall
Calc1,impacted,N,Male,Hispanic,B,2020_Fall
Calc1,impacted,N,Male,Hispanic,A,2020_Fall
Calc1,impacted,N,Male,Hispanic,A,2020_Fall
Calc1,impacted,N,Male,Hispanic,C-,2020_Fall
Calc1,impacted,N,Male,Hispanic,A,2020_Fall
Calc1,impacted,N,Male,Hispanic,A,2020_Fall
Calc1,impacted,N,Male,Hispanic,B+,2020_Fall
Calc1,impacted,N,Male,Hispanic,B-,2020_Fall
Calc1,impacted,N,Male,Hispanic,B,2020_Fall
Calc1,impacted,N,Male,Hispanic,A-,2020_Fall
Calc1,impacted,N,Male,Hispanic,C+,2020_Fall
Calc1,impacted,N,Male,Hispanic,A,2020_Fall
Calc1,impacted,N,Male,Hispanic,A,2020_Fall
Calc1,impacted,N,Male,Hispanic,F,2020_Fall
Calc1,impacted,N,Male,Hispanic,W,2020_Fall
Calc1,impacted,N,Male,Hispanic,D,2020_Fall
Calc1,impacted,N,Male,Hispanic,C+,2020_Fall
Calc1,impacted,N,Male,Hispanic,C,2020_Fall
Calc1,impacted,N,Male,Hispanic,C+,2020_Fall
Calc1,impacted,N,Male,Hispanic,C,2020_Fall
Calc1,impacted,N,Male,Hispanic,B+,2020_Fall
Calc1,impacted,N,Male,Hispanic,C,2020_Fall
Calc1,impacted,N,Male,Hispanic,A+,2020_Fall
Calc1,impacted,N,Male,Hispanic,A+,2020_Fall
Calc1,impacted,N,Male,Hispanic,D,2020_Fall
Calc1,impacted,N,Male,Hispanic,F,2020_Fall
Calc1,impacted,N,Male,Hispanic,W,2020_Fall
Calc1,impacted,N,Male,Hispanic,B,2020_Fall
Calc1,impacted,N,Male,Hispanic,B,2020_Fall
Calc1,impacted,N,Male,Hispanic,A+,2020_Fall
Calc1,impacted,N,Male,Hispanic,A+,2020_Fall
Calc1,impacted,N,Male,Hispanic,A+,2020_Fall
Calc1,impacted,N,Male,Hispanic,A+,2020_Fall
Calc1,impacted,N,Male,Hispanic,A,2020_Fall
Calc1,impacted,N,Male,Hispanic,B+,2020_Fall
Calc1,impacted,N,Male,Hispanic,A+,2020_Fall
Calc1,impacted,N,Male,Two or more races,A+,2020_Fall
Calc1,impacted,N,Male,Two or more races,D,2020_Fall
Calc1,impacted,N,Male,Two or more races,A,2020_Fall
Calc1,impacted,N,Male,Two or more races,C,2020_Fall
Calc1,impacted,N,Male,Two or more races,C+,2020_Fall
Calc1,impacted,N,Male,Two or more races,C,2020_Fall
Calc1,impacted,N,Male,Two or more races,A-,2020_Fall
Calc1,impacted,N,Male,Two or more races,B+,2020_Fall
Calc1,impacted,N,Male,Two or more races,F,2020_Fall
Calc1,impacted,N,Male,Two or more races,B-,2020_Fall
Calc1,impacted,N,Male,Two or more races,B-,2020_Fall
Calc1,impacted,N,Male,Two or more races,C+,2020_Fall
Calc1,impacted,N,Male,Two or more races,B,2020_Fall
Calc1,impacted,N,Male,Two or more races,B-,2020_Fall
Calc1,impacted,N,Male,Two or more races,A+,2020_Fall
Calc1,impacted,N,Male,U.S. Nonresident,B+,2020_Fall
Calc1,impacted,N,Male,U.S. Nonresident,A+,2020_Fall
Calc1,impacted,N,Male,U.S. Nonresident,A+,2020_Fall
Calc1,impacted,N,Male,U.S. Nonresident,B+,2020_Fall
Calc1,impacted,N,Male,U.S. Nonresident,A,2020_Fall
Calc1,impacted,N,Male,U.S. Nonresident,B,2020_Fall
Calc1,impacted,N,Male,U.S. Nonresident,B-,2020_Fall
Calc1,impacted,N,Male,U.S. Nonresident,A+,2020_Fall
Calc1,impacted,N,Male,U.S. Nonresident,A,2020_Fall
Calc1,impacted,N,Male,U.S. Nonresident,B,2020_Fall
Calc1,impacted,N,Male,U.S. Nonresident,B+,2020_Fall
Calc1,impacted,N,Male,U.S. Nonresident,A,2020_Fall
Calc1,impacted,N,Male,U.S. Nonresident,A-,2020_Fall
Calc1,impacted,N,Male,U.S. Nonresident,A+,2020_Fall
Calc1,impacted,N,Male,U.S. Nonresident,B-,2020_Fall
Calc1,impacted,N,Male,U.S. Nonresident,W,2020_Fall
Calc1,impacted,N,Male,U.S. Nonresident,B,2020_Fall
Calc1,impacted,N,Male,U.S. Nonresident,A+,2020_Fall
Calc1,impacted,N,Male,U.S. Nonresident,A,2020_Fall
Calc1,impacted,N,Male,U.S. Nonresident,A,2020_Fall
Calc1,impacted,N,Male,U.S. Nonresident,A+,2020_Fall
Calc1,impacted,N,Male,U.S. Nonresident,A-,2020_Fall
Calc1,impacted,N,Male,U.S. Nonresident,A,2020_Fall
Calc1,impacted,N,Male,U.S. Nonresident,C-,2020_Fall
Calc1,impacted,N,Male,U.S. Nonresident,C,2020_Fall
Calc1,impacted,N,Male,U.S. Nonresident,A+,2020_Fall
Calc1,impacted,N,Male,U.S. Nonresident,C+,2020_Fall
Calc1,impacted,N,Male,U.S. Nonresident,C+,2020_Fall
Calc1,impacted,N,Male,U.S. Nonresident,C,2020_Fall
Calc1,impacted,N,Male,U.S. Nonresident,A+,2020_Fall
Calc1,impacted,N,Male,Unknown race and ethnicity,A-,2020_Fall
Calc1,impacted,N,Male,Unknown race and ethnicity,B,2020_Fall
Calc1,impacted,N,Male,Unknown race and ethnicity,A,2020_Fall
Calc1,impacted,N,Male,Unknown race and ethnicity,B-,2020_Fall
Calc1,impacted,N,Male,Unknown race and ethnicity,B,2020_Fall
Calc1,impacted,N,Male,Unknown race and ethnicity,B+,2020_Fall
Calc1,impacted,N,Male,Unknown race and ethnicity,A,2020_Fall
Calc1,impacted,N,Male,White,B-,2020_Fall
Calc1,impacted,N,Male,White,A+,2020_Fall
Calc1,impacted,N,Male,White,F,2020_Fall
Calc1,impacted,N,Male,White,A,2020_Fall
Calc1,impacted,N,Male,White,A,2020_Fall
Calc1,impacted,N,Male,White,B+,2020_Fall
Calc1,impacted,N,Male,White,B-,2020_Fall
Calc1,impacted,N,Male,White,A,2020_Fall
Calc1,impacted,N,Male,White,B+,2020_Fall
Calc1,impacted,N,Male,White,F,2020_Fall
Calc1,impacted,N,Male,White,B+,2020_Fall
Calc1,impacted,N,Male,White,C+,2020_Fall
Calc1,impacted,N,Male,White,D+,2020_Fall
Calc1,impacted,N,Male,White,F,2020_Fall
Calc1,impacted,N,Male,White,A+,2020_Fall
Calc1,impacted,N,Male,White,B-,2020_Fall
Calc1,impacted,N,Male,White,A+,2020_Fall
Calc1,impacted,N,Male,White,B,2020_Fall
Calc1,impacted,N,Male,White,B,2020_Fall
Calc1,impacted,N,Male,White,A+,2020_Fall
Calc1,impacted,N,Male,White,C-,2020_Fall
Calc1,impacted,N,Male,White,A,2020_Fall
Calc1,impacted,N,Male,White,A-,2020_Fall
Calc1,impacted,N,Male,White,A-,2020_Fall
Calc1,impacted,N,Male,White,F,2020_Fall
Calc1,impacted,N,Male,White,B,2020_Fall
Calc1,impacted,N,Male,White,A-,2020_Fall
Calc1,impacted,N,Male,White,C,2020_Fall
Calc1,impacted,N,Male,White,C+,2020_Fall
Calc1,impacted,N,Male,White,A+,2020_Fall
Calc1,impacted,N,Male,White,A+,2020_Fall
Calc1,impacted,N,Male,White,A,2020_Fall
Calc1,impacted,N,Male,White,B-,2020_Fall
Calc1,impacted,N,Male,White,W,2020_Fall
Calc1,impacted,N,Male,White,C,2020_Fall
Calc1,impacted,N,Male,White,B,2020_Fall
Calc1,impacted,N,Male,White,B+,2020_Fall
Calc1,impacted,N,Male,White,D,2020_Fall
Calc1,impacted,N,Male,White,F,2020_Fall
Calc1,impacted,N,Male,White,D-,2020_Fall
Calc1,impacted,N,Male,White,B-,2020_Fall
Calc1,impacted,N,Male,White,B+,2020_Fall
Calc1,impacted,N,Male,White,B,2020_Fall
Calc1,impacted,N,Male,White,A,2020_Fall
Calc1,impacted,N,Male,White,B,2020_Fall
Calc1,impacted,N,Male,White,A+,2020_Fall
Calc1,impacted,N,Male,White,B-,2020_Fall
Calc1,impacted,N,Male,White,B,2020_Fall
Calc1,impacted,N,Male,White,A+,2020_Fall
Calc1,impacted,N,Male,White,W,2020_Fall
Calc1,impacted,N,Male,White,A+,2020_Fall
Calc1,impacted,N,Male,White,B-,2020_Fall
Calc1,impacted,N,Male,White,A,2020_Fall
Calc1,impacted,N,Male,White,B+,2020_Fall
Calc1,impacted,N,Male,White,B-,2020_Fall
Calc1,impacted,N,Male,White,C+,2020_Fall
Calc1,impacted,N,Male,White,W,2020_Fall
Calc1,impacted,N,Male,White,B,2020_Fall
Calc1,impacted,N,Male,White,B+,2020_Fall
Calc1,impacted,N,Male,White,A-,2020_Fall
Calc1,impacted,N,Male,White,C,2020_Fall
Calc1,impacted,N,Male,White,F,2020_Fall
Calc1,impacted,N,Male,White,B,2020_Fall
Calc1,impacted,N,Male,White,A,2020_Fall
Calc1,impacted,N,Male,White,W,2020_Fall
Calc1,impacted,N,Male,White,B,2020_Fall
Calc1,impacted,N,Male,White,A-,2020_Fall
Calc1,impacted,N,Male,White,B-,2020_Fall
Calc1,impacted,N,Male,White,C+,2020_Fall
Calc1,impacted,N,Male,White,B-,2020_Fall
Calc1,impacted,N,Male,White,C,2020_Fall
Calc1,impacted,N,Male,White,A+,2020_Fall
Calc1,impacted,N,Male,White,B,2020_Fall
Calc1,impacted,N,Male,White,A,2020_Fall
Calc1,impacted,N,Male,White,B,2020_Fall
Calc1,impacted,N,Male,White,A-,2020_Fall
Calc1,impacted,N,Male,White,C+,2020_Fall
Calc1,impacted,N,Male,White,A+,2020_Fall
Calc1,impacted,N,Male,White,W,2020_Fall
Calc1,impacted,N,Male,White,A,2020_Fall
Calc1,impacted,N,Male,White,A+,2020_Fall
Calc1,impacted,N,Male,White,D,2020_Fall
Calc1,impacted,N,Male,White,A+,2020_Fall
Calc1,impacted,N,Male,White,A,2020_Fall
Calc1,impacted,N,Male,White,A,2020_Fall
Calc1,impacted,N,Male,White,D-,2020_Fall
Calc1,impacted,N,Male,White,D,2020_Fall
Calc1,impacted,N,Male,White,A+,2020_Fall
Calc1,impacted,N,Male,White,A,2020_Fall
Calc1,impacted,N,Male,White,A,2020_Fall
Calc1,impacted,N,Male,White,B+,2020_Fall
Calc1,impacted,N,Male,White,B,2020_Fall
Calc1,impacted,N,Male,White,B+,2020_Fall
Calc1,impacted,N,Male,White,B,2020_Fall
